ID,RFAM#,Architecture,Clan,Family
F1654,RF01685,hairpin,6S-Flavo,6S-Flavo
F1655,RF01686,2H,Acido-1,Acido-1
F1656,RF01687,2H,Acido-Lenti-1,Acido-Lenti-1
F1657,RF01688,hairpin,Actino-pnp,Actino-pnp
F307,RF01689,4WJ,Cobalamin,AdoCbl-variant
F1658,RF01690,2H,Bacillaceae-1,Bacillaceae-1
F1659,RF01691,hairpin,Bacillus-plasmid,Bacillus-plasmid
F1660,RF01692,hairpin,Bacteroid-trp,Bacteroid-trp
F1661,RF01693,3WJ,Bacteroidales-1,Bacteroidales-1
F1662,RF01694,2H,Bacteroides-1,Bacteroides-1
F1663,RF01695,3WJ,C4,C4
F1664,RF01696,2H,Chlorobi-1,Chlorobi-1
F1665,RF01697,2H,Chlorobi-RRM,Chlorobi-RRM
F1666,RF01698,2H,Chloroflexi-1,Chloroflexi-1
F1667,RF01699,4WJ,Clostridiales-1,Clostridiales-1
F1668,RF01700,4H,Collinsella-1,Collinsella-1
F1669,RF01701,hairpin,Cyano-1,Cyano-1
F1670,RF01702,3H,Cyano-2,Cyano-2
F1671,RF01703,3WJ,Dictyoglomi-1,Dictyoglomi-1
F1672,RF01704,complex unclassified,Downstream-peptide,Downstream-peptide
F1673,RF01705,hairpin,Flavo-1,Flavo-1
F1674,RF01706,3H,Gut-1,Gut-1
F1675,RF01707,hairpin,JUMPstart,JUMPstart
F1676,RF01708,2H,L17DE,L17DE
F1677,RF01709,hairpin,Lacto-rpoB,Lacto-rpoB
F1678,RF01710,hairpin,Lacto-usp,Lacto-usp
F1679,RF01711,hairpin,Lnt,Lnt
F1680,RF01712,3H,Methylobacterium-1,Methylobacterium-1
F1681,RF01713,hairpin,Moco-II,Moco-II
F1682,RF01714,2H,Ocean-V,Ocean-V
F1683,RF01715,complex unclassified,Pedo-repair,Pedo-repair
F1684,RF01716,2H,PhotoRC-I,PhotoRC-I
F1685,RF01717,2H,PhotoRC-II,PhotoRC-II
F1686,RF01718,complex unclassified,Polynucleobacter-1,Polynucleobacter-1
F1687,RF01719,2H,Pseudomon-1,Pseudomon-1
F1688,RF01720,2H,Pseudomon-Rho,Pseudomon-Rho
F1689,RF01721,complex unclassified,Pseudomon-groES,Pseudomon-groES
F1690,RF01722,hairpin,Pyrobac-1,Pyrobac-1
F1691,RF01723,3H,Rhizobiales-2,Rhizobiales-2
F1692,RF01724,2H,SAM-Chlorobi,SAM-Chlorobi
F45,RF01725,3WJ,SAM,SAM-I-IV-variant
F1693,RF01726,pseudoknot_simple,SAM-II_long_loops,SAM-II_long_loops
F1694,RF01727,hairpin,SAM-SAH,SAM-SAH
F1695,RF01728,4H,STAXI,STAXI
F1696,RF01729,2H,Termite-flg,Termite-flg
F1697,RF01730,2H,Termite-leu,Termite-leu
F325,RF01731,complex unclassified,Csr_Rsm_clan,TwoAYGGAY
F1698,RF01732,complex unclassified,asd,asd
F1699,RF01733,2H,atoC,atoC
F1700,RF01734,hairpin,crcB,crcB
F1701,RF01735,complex unclassified,epsC,epsC
F1702,RF01736,3H,flg-Rhizobiales,flg-Rhizobiales
F1703,RF01737,hairpin,flpD,flpD
F1704,RF01738,hairpin,gabT,gabT
F1705,RF01739,3WJ,glnA,glnA
F1706,RF01740,2H,gyrA,gyrA
F1707,RF01741,hairpin,hopC,hopC
F1708,RF01742,2H,lactis-plasmid,lactis-plasmid
F1709,RF01743,3WJ,leu-phe_leader,leu-phe_leader
F1710,RF01744,2H,livK,livK
F1711,RF01745,complex unclassified,manA,manA
F1712,RF01746,hairpin,mraW,mraW
F1713,RF01747,hairpin,msiK,msiK
F1714,RF01748,hairpin,nuoG,nuoG
F1715,RF01749,2H,pan,pan
F1716,RF01750,3WJ,pfl,pfl
F1717,RF01751,hairpin,potC,potC
F1718,RF01752,complex unclassified,psaA,psaA
F1719,RF01753,hairpin,psbNH,psbNH
F1720,RF01754,4H,radC,radC
F1721,RF01755,4H,rmf,rmf
F1722,RF01756,complex unclassified,rne-II,rne-II
F1723,RF01757,complex unclassified,sbcD,sbcD
F1724,RF01758,complex unclassified,sucA-II,sucA-II
F1725,RF01759,hairpin,sucC,sucC
F1726,RF01760,3WJ,traJ-II,traJ-II
F1727,RF01761,complex unclassified,wcaG,wcaG
F1728,RF01762,2H,whalefall-1,whalefall-1
F1729,RF01763,2H,ykkC-III,ykkC-III
F1730,RF01764,4WJ,yjdF,yjdF
F1731,RF01765,complex unclassified,srg1,srg1
F1732,RF01766,complex unclassified,cspA,cspA
F1733,RF01767,3WJ,SMK_box_riboswitch,SMK_box_riboswitch
F1734,RF01768,pseudoknot_simple,flavi_FSE,flavi_FSE
F1735,RF01769,4H,greA,greA
F1736,RF01770,2H,rimP,rimP
F1737,RF01771,2H,rnk_leader,rnk_leader
F1738,RF01772,2H,rnk_pseudo,rnk_pseudo
F1739,RF01773,4H,rpsL_psuedo,rpsL_psuedo
F1740,RF01774,3H,rpsL_ricks,rpsL_ricks
F1741,RF01775,complex unclassified,RsaOG,RsaOG
F1742,RF01776,2H,RatA,RatA
F1743,RF01778,3H,Evf-2_5p,Evf-2_5p
F1744,RF01779,2H,AS1726,AS1726
F1745,RF01780,4WJ,AS1890,AS1890
F1746,RF01781,3WJ,ASdes,ASdes
F1747,RF01782,2H,ASpks,ASpks
F1748,RF01783,2H,b55,b55
F1749,RF01784,2H,bablM,bablM
F1750,RF01785,pseudoknot_simple,blv_FSE,blv_FSE
F1751,RF01786,complex unclassified,c-di-GMP-II,c-di-GMP-II
F1752,RF01787,3WJ,drz-agam-1,drz-agam-1
F1753,RF01788,complex unclassified,drz-agam-2-2,drz-agam-2-2
F1754,RF01789,complex unclassified,EBER1,EBER1
F1755,RF01790,hairpin,htlv_FSE,htlv_FSE
F1756,RF01791,hairpin,F6,F6
F1757,RF01792,hairpin,eiav_FSE,eiav_FSE
F1758,RF01793,hairpin,ffh,ffh
F1759,RF01794,2H,sok,sok
F1760,RF01795,2H,FourU,FourU
F1761,RF01796,3H,frnS,frnS
F1762,RF01797,3WJ,fstAT,fstAT
F1763,RF01798,hairpin,g2,g2
F1764,RF01800,complex unclassified,gadd7,gadd7
F1765,RF01802,2H,HSUR,HSUR
F1766,RF01803,hairpin,GABA3,GABA3
F1767,RF01804,hairpin,Lambda_thermo,Lambda_thermo
F1768,RF01807,complex unclassified,GIR1,GIR1
F1769,RF01808,4H,MicX,MicX
F1770,RF01809,2H,symR,symR
F1771,RF01810,2H,pntA,pntA
F1772,RF01811,2H,PtaRNA1,PtaRNA1
F1773,RF01812,3H,Pxr,Pxr
F1774,RF01813,hairpin,rdlD,rdlD
F1775,RF01814,hairpin,rhtB,rhtB
F1776,RF01815,3WJ,rpsB,rpsB
F1777,RF01816,3H,RsaA,RsaA
F1778,RF01817,3H,RsaB,RsaB
F1779,RF01818,complex unclassified,RsaC,RsaC
F1780,RF01819,4H,RsaD,RsaD
F1781,RF01820,3H,RsaE,RsaE
F1782,RF01821,complex unclassified,RsaH,RsaH
F1783,RF01822,complex unclassified,RsaJ,RsaJ
F1784,RF01823,3WJ,rspL,rspL
F1785,RF01824,complex unclassified,RUF20,RUF20
F1786,RF01825,complex unclassified,RUF21,RUF21
F1787,RF01826,hairpin,SAM_V,SAM_V
F1788,RF01827,3WJ,SAR11_0636,SAR11_0636
F1789,RF01828,4H,SprD,SprD
F1790,RF01829,hairpin,C/D-box,sR6
F1791,RF01830,2H,StyR-44,StyR-44
F1792,RF01831,complex unclassified,THF,THF
F1793,RF01832,2H,ROSE_2,ROSE_2
F1794,RF01833,pseudoknot_simple,astro_FSE,astro_FSE
F1795,RF01834,pseudoknot_simple,fiv_FSE,fiv_FSE
F1796,RF01835,hairpin,HIV_FS2,HIV_FS2
F1797,RF01836,hairpin,weev_FSE,weev_FSE
F1798,RF01837,hairpin,toga_FSE,toga_FSE
F1799,RF01838,hairpin,sobemo_FSE,sobemo_FSE
F1800,RF01839,hairpin,eeev_FSE,eeev_FSE
F1801,RF01840,complex unclassified,ovine_lenti_FSE,ovine_lenti_FSE
F1802,RF01841,hairpin,veev_FSE,veev_FSE
F1803,RF01842,hairpin,mycoplasma_FSE,mycoplasma_FSE
F1804,RF01843,hairpin,neisseria_FSE,neisseria_FSE
F1805,RF01844,2H,SmY,SmY
F1806,RF01845,3H,enod40,enod40
F302,RF01846,hairpin,C/D-box,Fungi_U3
F303,RF01847,hairpin,C/D-box,Plant_U3
F304,RF01848,hairpin,C/D-box,ACEA_U3
F3,RF01849,tRNA-like,tRNA,alpha_tmRNA
F4,RF01850,tRNA-like,tRNA,beta_tmRNA
F5,RF01851,tRNA-like,tRNA,cyano_tmRNA
F6,RF01852,tRNA-like,tRNA,tRNA-Sec
F1807,RF01853,4WJ,mtDNA_ssA,mtDNA_ssA
F18,RF01854,SRP,SRP,Bacteria_large_SRP
F19,RF01855,SRP,SRP,Plant_SRP
F20,RF01856,SRP,SRP,Protozoa_SRP
F21,RF01857,SRP,SRP,Archaea_SRP
F1808,RF01858,3H,RsaF,RsaF
F1809,RF01859,hairpin,Phe_leader,Phe_leader
F1810,RF01860,hairpin,C/D-box,Afu_455
F1811,RF01861,2H,H/ACA-box,TB9Cs1H1
F1812,RF01862,2H,H/ACA-box,TB10Cs4H2
F1813,RF01863,2H,H/ACA-box,TB10Cs2H2
F1814,RF01864,hairpin,C/D-box,plasmodium_snoR21
F1815,RF01865,complex unclassified,Vg1_ribozyme,Vg1_ribozyme
F1816,RF01866,hairpin,C/D-box,ceN33
F1817,RF01867,complex unclassified,CC2171,CC2171
F1818,RF01871,2H,MALAT1,MALAT1
F1819,RF01872,2H,MEG3_2,MEG3_2
F1820,RF01873,2H,PISRT1,PISRT1
F1821,RF01874,4WJ,MIAT_exon1,MIAT_exon1
F1822,RF01875,2H,MIAT_exon5_1,MIAT_exon5_1
F1823,RF01876,2H,MIAT_exon5_2,MIAT_exon5_2
F1824,RF01877,complex unclassified,MIAT_exon5_3,MIAT_exon5_3
F1825,RF01879,4H,TUSC7,TUSC7
F1826,RF01880,3H,Xist_exon1,Xist_exon1
F1827,RF01881,hairpin,Xist_exon4,Xist_exon4
F1828,RF01882,hairpin,TUG1_1,TUG1_1
F1829,RF01883,2H,TUG1_2,TUG1_2
F1830,RF01884,complex unclassified,LINC00901,LINC00901
F1831,RF01885,hairpin,HSR-omega_1,HSR-omega_1
F1832,RF01886,hairpin,HSR-omega_2,HSR-omega_2
F1833,RF01887,hairpin,DLX6-AS1_1,DLX6-AS1_1
F1834,RF01888,3WJ,DLX6-AS1_2,DLX6-AS1_2
F1835,RF01889,complex unclassified,lincRNA-p21_1,lincRNA-p21_1
F1836,RF01890,hairpin,lincRNA-p21_2,lincRNA-p21_2
F1837,RF01891,complex unclassified,TUG1_3,TUG1_3
F1838,RF01892,complex unclassified,TUG1_4,TUG1_4
F1839,RF01894,complex unclassified,PCA3_2,PCA3_2
F1840,RF01895,hairpin,miRNA2,mir-193
F1841,RF01896,hairpin,miRNA2,mir-142
F1842,RF01897,hairpin,miRNA2,mir-188
F330,RF01898,hairpin,miRNA2,mir-363
F1843,RF01899,hairpin,miRNA2,mir-2241
F1844,RF01900,hairpin,miRNA2,mir-2024
F1845,RF01901,hairpin,miRNA2,mir-284
F1846,RF01902,hairpin,miRNA2,MIR439
F1847,RF01903,hairpin,miRNA2,mir-500
F2710,RF01904,hairpin,HOTAIR_1,HOTAIR_1
F2709,RF01905,2H,HOTAIR_2,HOTAIR_2
F2711,RF01906,hairpin,HOTAIR_3,HOTAIR_3
F1851,RF01909,complex unclassified,CDKN2B-AS,CDKN2B-AS
F1852,RF01910,hairpin,miRNA2,mir-506
F1853,RF01911,hairpin,miRNA1,MIR2118
F1854,RF01912,hairpin,miRNA2,mir-2807
F1855,RF01913,hairpin,miRNA2,mir-2778
F1856,RF01914,hairpin,miRNA2,mir-932
F1857,RF01915,hairpin,miRNA2,mir-2238
F1858,RF01916,hairpin,miRNA2,mir-988
F1859,RF01917,hairpin,miRNA2,MIR2587
F1860,RF01918,hairpin,miRNA2,mir-1249
F1861,RF01919,hairpin,mir-1419,mir-1419
F1862,RF01920,hairpin,miRNA2,mir-764
F1863,RF01921,hairpin,miRNA2,mir-1296
F1864,RF01922,hairpin,miRNA2,mir-654
F1865,RF01923,hairpin,miRNA2,mir-711
F1866,RF01924,hairpin,miRNA2,mir-2774
F1867,RF01925,hairpin,miRNA2,MIR1428
F1868,RF01926,hairpin,miRNA2,mir-981
F1869,RF01927,hairpin,miRNA2,MIR1222
F1870,RF01928,complex unclassified,Mico1,Mico1
F1871,RF01929,3WJ,bxd_1,bxd_1
F1872,RF01930,3H,bxd_2,bxd_2
F1873,RF01931,2H,bxd_3,bxd_3
F1874,RF01932,3WJ,bxd_4,bxd_4
F1875,RF01933,2H,bxd_5,bxd_5
F1876,RF01934,2H,bxd_6,bxd_6
F1877,RF01935,hairpin,bxd_7,bxd_7
F1878,RF01936,hairpin,miRNA2,mir-63
F1879,RF01937,hairpin,mir-2780,mir-2780
F1880,RF01938,hairpin,miRNA2,mir-1251
F1881,RF01939,hairpin,miRNA2,mir-761
F1882,RF01940,hairpin,hvt-mir-H,hvt-mir-H
F1883,RF01941,hairpin,MIR1223,MIR1223
F1884,RF01942,hairpin,mir-1937,mir-1937
F1885,RF01943,hairpin,miRNA2,mir-999
F1886,RF01944,hairpin,miRNA2,mir-2518
F1887,RF01945,hairpin,miRNA2,mir-1388
F1888,RF01946,hairpin,KCNQ1OT1_1,KCNQ1OT1_1
F1889,RF01947,complex unclassified,KCNQ1OT1_2,KCNQ1OT1_2
F1890,RF01948,hairpin,KCNQ1OT1_3,KCNQ1OT1_3
F1891,RF01950,2H,KCNQ1OT1_5,KCNQ1OT1_5
F1892,RF01951,complex unclassified,SOX2OT_exon1,SOX2OT_exon1
F1893,RF01952,2H,SOX2OT_exon2,SOX2OT_exon2
F1894,RF01953,complex unclassified,SOX2OT_exon3,SOX2OT_exon3
F1895,RF01954,4H,SOX2OT_exon4,SOX2OT_exon4
F1896,RF01955,4WJ,NEAT1_1,NEAT1_1
F1897,RF01956,3H,NEAT1_2,NEAT1_2
F1898,RF01957,multiple_domains,NEAT1_3,NEAT1_3
F332,RF01959,rRNA,SSU_rRNA,SSU_rRNA_archaea
F333,RF01960,rRNA,SSU_rRNA,SSU_rRNA_eukarya
F1899,RF01962,hairpin,RMST_1,RMST_1
F1900,RF01963,complex unclassified,RMST_2,RMST_2
F1901,RF01964,hairpin,RMST_3,RMST_3
F1902,RF01965,2H,RMST_4,RMST_4
F1903,RF01966,4H,RMST_5,RMST_5
F1904,RF01967,complex unclassified,RMST_6,RMST_6
F1905,RF01968,complex unclassified,RMST_7,RMST_7
F1906,RF01969,3H,RMST_8,RMST_8
F1907,RF01970,multiple_domains,RMST_9,RMST_9
F1908,RF01971,3H,RMST_10,RMST_10
F1909,RF01972,hairpin,H19_1,H19_1
F1910,RF01973,hairpin,H19_2,H19_2
F1911,RF01974,2H,H19_3,H19_3
F2722,RF01975,multiple_domains,HOTAIRM1_1,HOTAIRM1_1
F2723,RF01976,multiple_domains,HOTAIRM1_2,HOTAIRM1_2
F2712,RF01977,hairpin,HOTAIRM1_3,HOTAIRM1_3
F2715,RF01978,3WJ,HOTAIRM1_4,HOTAIRM1_4
F2716,RF01979,3WJ,HOTAIRM1_5,HOTAIRM1_5
F1917,RF01981,multiple_domains,PCGEM1,PCGEM1
F1918,RF01982,hairpin,PYLIS_1,PYLIS_1
F1919,RF01983,multiple_domains,Pinc,Pinc
F1920,RF01984,3H,ZEB2_AS1_1,ZEB2_AS1_1
F1921,RF01985,2H,ZEB2_AS1_2,ZEB2_AS1_2
F1922,RF01986,3WJ,ZEB2_AS1_3,ZEB2_AS1_3
F1923,RF01987,2H,ZEB2_AS1_4,ZEB2_AS1_4
F1924,RF01988,hairpin,SECIS_2,SECIS_2
F1925,RF01989,hairpin,SECIS_3,SECIS_3
F1926,RF01990,hairpin,SECIS_4,SECIS_4
F1927,RF01991,hairpin,SECIS_5,SECIS_5
F1928,RF01992,4H,VIS1,VIS1
F1929,RF01996,hairpin,miRNA2,mir-995
F1930,RF01997,hairpin,miRNA2,mir-969
F1931,RF02000,hairpin,miRNA2,MIR1846
F1932,RF02002,hairpin,miRNA2,mir-720
F1933,RF02006,hairpin,miRNA2,mir-1253
F1934,RF02007,hairpin,miRNA2,mir-1237
F1935,RF02008,hairpin,miRNA2,mir-621
F1936,RF02009,hairpin,miRNA2,mir-987
F1937,RF02010,hairpin,miRNA2,mir-3180
F1938,RF02011,hairpin,miRNA2,mir-575
F1939,RF02013,hairpin,miRNA2,mir-1280
F1940,RF02014,hairpin,miRNA2,mir-1178
F1941,RF02015,hairpin,miRNA2,mir-1287
F1942,RF02016,hairpin,miRNA2,mir-1183
F1943,RF02017,hairpin,miRNA2,mir-1912
F1944,RF02018,hairpin,miRNA2,mir-1207
F1945,RF02019,hairpin,miRNA2,mir-1265
F1946,RF02020,hairpin,miRNA2,mir-25
F1947,RF02021,hairpin,miRNA2,mir-3179
F1948,RF02022,hairpin,miRNA2,mir-1275
F1949,RF02023,hairpin,miRNA2,mir-1208
F1950,RF02024,hairpin,miRNA2,mir-1180
F1951,RF02025,hairpin,miRNA1,mir-3017
F1952,RF02026,hairpin,mir-2833,mir-2833
F1953,RF02027,hairpin,MIR2907,MIR2907
F1954,RF02028,hairpin,miRNA2,mir-1827
F1955,RF02029,2H,sraA,sraA
F1956,RF02030,hairpin,tp2,tp2
F1957,RF02031,2H,tpke11,tpke11
F1958,RF02032,complex unclassified,GOLLD,GOLLD
F1959,RF02033,complex unclassified,HEARO,HEARO
F1960,RF02034,complex unclassified,IMES-1,IMES-1
F1961,RF02035,4H,IMES-2,IMES-2
F1962,RF02036,2H,IMES-3,IMES-3
F1963,RF02037,3H,IMES-4,IMES-4
F1964,RF02038,3WJ,SPRY4-IT1_1,SPRY4-IT1_1
F1965,RF02039,complex unclassified,SPRY4-IT1_2,SPRY4-IT1_2
F2713,RF02040,hairpin,HOTTIP_1,HOTTIP_1
F2724,RF02041,multiple_domains,HOTTIP_2,HOTTIP_2
F2718,RF02042,complex unclassified,HOTTIP_3,HOTTIP_3
F2725,RF02043,multiple_domains,HOTTIP_4,HOTTIP_4
F1970,RF02044,2H,CDKN2B-AS_2,CDKN2B-AS_2
F1971,RF02045,3H,CDKN2B-AS_3,CDKN2B-AS_3
F1972,RF02046,complex unclassified,Sphinx_1,Sphinx_1
F1973,RF02047,multiple_domains,Sphinx_2,Sphinx_2
F1974,RF02048,complex unclassified,STnc30,STnc30
F1975,RF02049,4H,STnc460,STnc460
F1976,RF02050,complex unclassified,STnc470,STnc470
F1977,RF02051,2H,STnc450,STnc450
F1978,RF02052,complex unclassified,STnc630,STnc630
F1979,RF02053,3H,STnc430,STnc430
F1980,RF02054,hairpin,STnc420,STnc420
F1981,RF02055,2H,STnc380,STnc380
F1982,RF02056,2H,STnc390,STnc390
F1983,RF02057,2H,STnc40,STnc40
F1984,RF02058,2H,STnc400,STnc400
F1985,RF02059,2H,STnc50,STnc50
F1986,RF02060,3H,STnc410,STnc410
F1987,RF02061,hairpin,mir-301,mir-301
F1988,RF02062,complex unclassified,STnc361,STnc361
F1989,RF02063,2H,STnc350,STnc350
F1990,RF02064,2H,STnc370,STnc370
F1991,RF02065,2H,STnc340,STnc340
F1992,RF02066,hairpin,STnc320,STnc320
F1993,RF02067,2H,STnc310,STnc310
F1994,RF02068,hairpin,STnc480,STnc480
F1995,RF02069,3H,STnc70,STnc70
F1996,RF02070,4H,STnc300,STnc300
F1997,RF02071,2H,STnc280,STnc280
F1998,RF02072,complex unclassified,STnc590,STnc590
F1999,RF02073,3WJ,STnc260,STnc260
F2000,RF02074,2H,STnc240,STnc240
F2001,RF02075,hairpin,STnc230,STnc230
F2002,RF02076,complex unclassified,STnc100,STnc100
F2003,RF02077,3WJ,STnc220,STnc220
F2004,RF02078,3WJ,STnc210,STnc210
F2005,RF02079,4H,STnc180,STnc180
F2006,RF02080,complex unclassified,STnc170,STnc170
F2007,RF02081,complex unclassified,STnc550,STnc550
F2008,RF02082,3WJ,STnc540,STnc540
F2009,RF02083,2H,OrzO-P,OrzO-P
F2010,RF02084,2H,STnc130,STnc130
F2011,RF02085,hairpin,Yar_1,Yar_1
F2012,RF02086,2H,Yar_2,Yar_2
F2013,RF02087,3WJ,Yar_3,Yar_3
F2014,RF02088,complex unclassified,STnc510,STnc510
F2015,RF02089,3H,CLRN1-AS1,CLRN1-AS1
F2016,RF02090,3H,DAOA-AS1_1,DAOA-AS1_1
F2017,RF02091,complex unclassified,DAOA-AS1_2,DAOA-AS1_2
F2018,RF02092,hairpin,mir-2970,mir-2970
F2019,RF02093,hairpin,mir-2968,mir-2968
F2020,RF02094,hairpin,mir-1803,mir-1803
F2021,RF02095,hairpin,mir-2985-2,mir-2985-2
F2022,RF02096,hairpin,mir-2973,mir-2973
F2023,RF02097,hairpin,mir-1662,mir-1662
F2024,RF02098,hairpin,DGCR5,DGCR5
F2025,RF02099,complex unclassified,rivX,rivX
F2026,RF02100,4H,tfoR,tfoR
F2027,RF02101,2H,HULC,HULC
F2028,RF02102,2H,DISC2,DISC2
F2029,RF02103,complex unclassified,DLEU1_1,DLEU1_1
F2030,RF02104,complex unclassified,DLEU1_2,DLEU1_2
F2031,RF02105,2H,DLEU2_1,DLEU2_1
F2032,RF02106,2H,DLEU2_2,DLEU2_2
F2033,RF02107,hairpin,DLEU2_3,DLEU2_3
F2034,RF02108,2H,DLEU2_4,DLEU2_4
F2035,RF02109,hairpin,DLEU2_5,DLEU2_5
F2036,RF02110,4H,DLEU2_6,DLEU2_6
F2037,RF02111,3WJ,IS009,IS009
F2038,RF02112,4H,DLG2-AS1_1,DLG2-AS1_1
F2039,RF02113,multiple_domains,DLG2-AS1_2,DLG2-AS1_2
F2040,RF02114,4H,FAM13A-AS1_1,FAM13A-AS1_1
F2041,RF02115,3WJ,FAM13A-AS1_2,FAM13A-AS1_2
F2042,RF02116,multiple_domains,FAS-AS1,FAS-AS1
F2043,RF02117,hairpin,FMR1-AS1_1,FMR1-AS1_1
F2044,RF02118,hairpin,FMR1-AS1_2,FMR1-AS1_2
F2045,RF02119,2H,FTX_1,FTX_1
F2046,RF02120,2H,FTX_2,FTX_2
F2047,RF02121,3WJ,FTX_3,FTX_3
F2048,RF02122,complex unclassified,FTX_5,FTX_5
F2049,RF02123,4WJ,FTX_4,FTX_4
F2050,RF02124,multiple_domains,JPX_1,JPX_1
F2051,RF02125,2H,JPX_2,JPX_2
F2052,RF02126,3H,GHRLOS,GHRLOS
F2053,RF02127,2H,GNAS-AS1_1,GNAS-AS1_1
F2054,RF02128,2H,GNAS-AS1_2,GNAS-AS1_2
F2055,RF02129,hairpin,GNAS-AS1_3,GNAS-AS1_3
F2056,RF02130,complex unclassified,GNAS-AS1_4,GNAS-AS1_4
F2057,RF02131,hairpin,GNAS-AS1_5,GNAS-AS1_5
F2728,RF02132,4H,HOXB13-AS1_1,HOXB13-AS1_1
F2717,RF02133,3WJ,HOXB13-AS1_2,HOXB13-AS1_2
F2060,RF02134,multiple_domains,HTT-AS1_1,HTT-AS1_1
F2061,RF02135,3WJ,HTT-AS1_2,HTT-AS1_2
F2062,RF02136,3WJ,HTT-AS1_3,HTT-AS1_3
F2727,RF02137,3H,HOXA11-AS1_1,HOXA11-AS1_1
F2719,RF02138,complex unclassified,HOXA11-AS1_2,HOXA11-AS1_2
F2714,RF02139,4WJ,HOXA11-AS1_3,HOXA11-AS1_3
F2720,RF02140,complex unclassified,HOXA11-AS1_4,HOXA11-AS1_4
F2726,RF02141,multiple_domains,HOXA11-AS1_5,HOXA11-AS1_5
F2721,RF02142,complex unclassified,HOXA11-AS1_6,HOXA11-AS1_6
F2069,RF02143,complex unclassified,HYMAI,HYMAI
F326,RF02144,complex unclassified,Csr_Rsm_clan,rsmX
F2070,RF02145,hairpin,MEG8_1,MEG8_1
F2071,RF02146,4WJ,MEG8_2,MEG8_2
F2072,RF02147,multiple_domains,MEG8_3,MEG8_3
F2073,RF02148,4H,MESTIT1_1,MESTIT1_1
F2074,RF02149,multiple_domains,MESTIT1_2,MESTIT1_2
F2075,RF02150,2H,MESTIT1_3,MESTIT1_3
F2076,RF02151,3WJ,MIMT1_1,MIMT1_1
F2077,RF02153,hairpin,NBR2,NBR2
F2078,RF02154,hairpin,NCRUPAR_1,NCRUPAR_1
F2079,RF02155,2H,NCRUPAR_2,NCRUPAR_2
F2080,RF02156,multiple_domains,NPPA-AS1_1,NPPA-AS1_1
F2081,RF02157,multiple_domains,NPPA-AS1_2,NPPA-AS1_2
F2082,RF02158,3WJ,NPPA-AS1_3,NPPA-AS1_3
F2083,RF02159,3H,PART1_1,PART1_1
F2084,RF02160,complex unclassified,PART1_2,PART1_2
F2085,RF02161,3H,PART1_3,PART1_3
F2086,RF02162,2H,XIST_A_REPEAT,XIST_A_REPEAT
F2087,RF02163,hairpin,C/D-box,sR-tMet
F2088,RF02164,complex unclassified,PVT1_1,PVT1_1
F2089,RF02165,complex unclassified,PVT1_2,PVT1_2
F2090,RF02166,3H,PVT1_3,PVT1_3
F2091,RF02167,complex unclassified,PVT1_4,PVT1_4
F2092,RF02168,2H,PVT1_5,PVT1_5
F2093,RF02169,3WJ,PVT1_6,PVT1_6
F2094,RF02170,3H,PVT1_7,PVT1_7
F2095,RF02171,3WJ,RFPL3-AS1_1,RFPL3-AS1_1
F2096,RF02172,2H,RFPL3-AS1_2,RFPL3-AS1_2
F2097,RF02173,complex unclassified,SMAD5-AS1_1,SMAD5-AS1_1
F2098,RF02174,complex unclassified,SMAD5-AS1_2,SMAD5-AS1_2
F2099,RF02175,3WJ,SMAD5-AS1_3,SMAD5-AS1_3
F2100,RF02176,4WJ,SMAD5-AS1_4,SMAD5-AS1_4
F2101,RF02177,complex unclassified,SMCR2_1,SMCR2_1
F2102,RF02178,complex unclassified,SMCR2_2,SMCR2_2
F2103,RF02179,hairpin,ST7-AS1_1,ST7-AS1_1
F2104,RF02180,3WJ,ST7-AS1_2,ST7-AS1_2
F2105,RF02181,hairpin,ST7-AS2_1,ST7-AS2_1
F2106,RF02182,2H,ST7-AS2_2,ST7-AS2_2
F2107,RF02183,hairpin,ST7-OT3_1,ST7-OT3_1
F2108,RF02184,2H,ST7-OT3_2,ST7-OT3_2
F2109,RF02185,hairpin,ST7-OT3_3,ST7-OT3_3
F2110,RF02186,hairpin,ST7-OT3_4,ST7-OT3_4
F2111,RF02187,complex unclassified,ST7-OT4_1,ST7-OT4_1
F2112,RF02188,3WJ,ST7-OT4_2,ST7-OT4_2
F2113,RF02189,multiple_domains,ST7-OT4_3,ST7-OT4_3
F2114,RF02190,3WJ,ST7-OT4_4,ST7-OT4_4
F2115,RF02191,2H,TCL6_1,TCL6_1
F2116,RF02192,2H,TCL6_2,TCL6_2
F2117,RF02193,multiple_domains,TCL6_3,TCL6_3
F2118,RF02194,3H,HPnc0260,HPnc0260
F2119,RF02195,3WJ,TP53TG1_1,TP53TG1_1
F2120,RF02196,4WJ,TP53TG1_2,TP53TG1_2
F2121,RF02197,complex unclassified,TP73-AS1,TP73-AS1
F2122,RF02198,complex unclassified,TTC28-AS1_1,TTC28-AS1_1
F2123,RF02199,3WJ,TTC28-AS1_2,TTC28-AS1_2
F2124,RF02200,3WJ,TTC28-AS1_3,TTC28-AS1_3
F2125,RF02201,3WJ,TTC28-AS1_4,TTC28-AS1_4
F2126,RF02202,3WJ,UCA1,UCA1
F2127,RF02203,3H,WT1-AS_1,WT1-AS_1
F2128,RF02204,4WJ,WT1-AS_2,WT1-AS_2
F2129,RF02205,complex unclassified,WT1-AS_3,WT1-AS_3
